0,1,2,3
0.0,10.0,2019-04-26,002299
0.0,5.0,2017-05-25,002299
0.0,3.3,2012-04-19,002299
10.0,2.5,2011-02-24,002299
0.0,1.8,2010-04-27,002299
0.0,1.2,2021-07-07,002300
1.0,1.2,2020-07-01,002300
1.0,1.2,2019-07-03,002300
0.0,1.8,2018-07-06,002300
0.0,2.1,2017-07-07,002300
2.0,2.0,2016-07-05,002300
0.0,2.8,2015-07-03,002300
5.0,4.0,2014-06-11,002300
0.0,3.51,2013-06-26,002300
0.0,3.3,2012-06-06,002300
5.0,4.5,2011-06-01,002300
5.0,6.5,2010-04-28,002300
0.0,0.7,2021-07-08,002301
0.0,1.5,2020-07-08,002301
0.0,3.0,2019-05-09,002301
5.0,0.5,2018-05-28,002301
0.0,0.2,2017-06-09,002301
0.0,0.2,2015-08-19,002301
0.0,0.2,2014-07-18,002301
0.0,0.2,2013-08-27,002301
10.0,1.0,2012-07-05,002301
5.0,3.0,2010-07-19,002301
0.0,0.95,2022-05-25,002302
0.0,0.9,2021-05-25,002302
0.0,0.85,2020-05-28,002302
0.0,0.7,2019-06-06,002302
0.0,0.7,2018-06-06,002302
0.0,0.65,2017-06-07,002302
10.0,1.0,2016-05-04,002302
0.0,1.0,2015-05-20,002302
0.0,1.0,2014-05-21,002302
2.900633,0.464101,2013-05-22,002302
0.0,1.0,2012-07-06,002302
5.0,3.0,2010-07-01,002302
0.0,1.2,2021-05-31,002303
0.0,3.33,2020-04-30,002303
0.0,2.0,2019-05-27,002303
0.0,1.3,2018-05-07,002303
0.0,0.22,2017-07-21,002303
0.0,0.24,2016-07-13,002303
10.0,0.75,2015-07-03,002303
10.0,0.8,2014-06-12,002303
10.0,0.0,2013-10-09,002303
0.0,1.0,2013-06-21,002303
0.0,3.0,2011-05-19,002303
0.0,30.0,2021-07-09,002304
0.0,30.0,2020-06-24,002304
0.0,32.0,2019-06-27,002304
0.0,25.5,2018-06-22,002304
0.0,21.0,2017-06-16,002304
0.0,18.0,2016-06-17,002304
4.0,20.0,2015-06-18,002304
0.0,20.06651,2014-06-18,002304
0.0,20.0,2013-06-07,002304
2.0,15.0,2012-06-01,002304
10.0,10.0,2011-05-13,002304
0.0,8.0,2010-04-20,002304
0.0,0.5,2019-06-19,002305
0.0,0.5,2018-07-02,002305
0.0,0.5,2017-06-15,002305
5.0,1.0,2015-05-25,002305
0.0,1.199188,2014-07-10,002305
0.0,0.9983,2013-03-27,002305
0.0,0.8,2012-05-02,002305
10.0,1.2,2011-04-22,002305
0.0,1.0,2010-05-06,002305
10.0,0.8,2013-07-01,002306
10.0,5.0,2012-05-11,002306
0.0,2.85,2010-04-13,002306
6.0,0.0,2018-05-22,002307
0.0,0.8,2017-05-18,002307
3.0,0.0,2014-05-28,002307
10.0,0.0,2011-09-21,002307
0.0,0.5,2011-05-31,002307
0.0,0.4,2010-06-22,002307
0.0,0.43,2018-07-06,002308
0.0,0.15,2016-06-21,002308
0.0,0.35,2015-07-17,002308
0.0,2.0,2014-07-10,002308
3.0,3.5,2013-05-29,002308
0.0,2.5,2012-06-13,002308
5.0,2.0,2011-06-03,002308
10.0,3.0,2010-05-07,002308
0.0,1.0,2018-07-05,002309
0.0,1.0,2017-07-13,002309
0.0,1.0,2016-06-27,002309
0.0,1.0,2015-06-18,002309
0.0,1.0,2014-07-08,002309
0.0,1.0,2013-07-16,002309
10.0,1.0,2012-05-16,002309
0.0,1.0,2011-05-20,002309
8.0,1.0,2010-04-16,002309
0.0,0.94,2019-08-19,002310
0.0,0.65,2018-07-13,002310
0.0,0.299575,2017-07-18,002310
15.0,0.6,2016-07-18,002310
0.0,0.65,2015-06-25,002310
5.0,1.2,2014-06-23,002310
10.0,2.3,2013-05-22,002310
9.9429,0.0,2012-06-08,002310
10.0,2.0,2010-08-26,002310
5.0,3.0,2010-03-19,002310
0.0,3.2,2021-07-09,002311
0.0,3.5,2020-05-20,002311
0.0,3.0,2019-06-27,002311
0.0,2.5,2018-06-28,002311
0.0,3.0,2017-06-30,002311
0.0,2.5,2016-05-23,002311
0.0,0.65,2015-08-21,002311
4.0,1.5,2015-06-26,002311
0.0,1.0,2014-09-24,002311
0.0,1.2,2014-05-21,002311
3.0,1.5,2013-05-20,002311
3.0,1.5,2012-05-18,002311
10.0,2.0,2011-06-03,002311
3.0,2.0,2010-06-10,002311
5.0,0.5,2016-07-18,002312
7.5,1.0,2015-06-02,002312
0.0,0.8,2014-04-25,002312
10.10777,1.010777,2013-07-08,002312
0.0,0.9544,2012-07-13,002312
5.0,0.0,2011-05-11,002312
10.0,3.0,2010-05-20,002312
0.0,0.25,2019-06-21,002313
0.0,0.35,2018-06-19,002313
0.0,0.3,2017-06-14,002313
0.0,0.2,2014-05-22,002313
3.0,3.0,2013-05-10,002313
10.0,3.0,2012-04-17,002313
0.0,3.0,2011-05-12,002313
0.0,1.0,2010-04-30,002313
0.0,1.0,2021-07-06,002314
0.0,0.58,2020-08-20,002314
0.0,2.07,2017-07-21,002314
0.0,1.88,2016-06-23,002314
10.0,1.0,2014-07-18,002314
0.0,2.0,2012-06-19,002314
0.0,2.5,2011-06-13,002314
0.0,2.5,2010-06-21,002314
0.0,8.0,2022-04-21,002315
0.0,5.0,2021-04-23,002315
3.0,7.5,2020-03-10,002315
0.0,5.0,2019-03-06,002315
0.0,5.0,2018-05-23,002315
10.0,10.0,2017-05-25,002315
0.0,10.0,2016-05-27,002315
0.0,8.0,2015-06-12,002315
0.0,10.0,2014-07-30,002315
0.0,8.0,2013-04-10,002315
0.0,8.0,2012-06-07,002315
0.0,8.0,2011-05-06,002315
0.0,6.0,2010-03-08,002315
0.0,0.15,2019-06-27,002316
0.0,0.1,2016-05-31,002316
0.0,0.1,2015-07-06,002316
2.0,0.3,2013-06-18,002316
5.0,0.5,2012-07-18,002316
4.0,0.5,2011-07-06,002316
3.0,1.0,2010-05-20,002316
0.0,2.0,2022-05-27,002317
0.0,2.0,2021-05-28,002317
0.0,2.0,2020-05-29,002317
0.0,2.0,2019-05-23,002317
0.0,1.8,2018-05-24,002317
0.0,1.8,2017-06-05,002317
0.0,1.35,2016-05-19,002317
10.0,1.0,2015-09-01,002317
0.0,2.5,2015-04-16,002317
0.0,2.5,2014-05-27,002317
10.0,5.0,2013-03-11,002317
0.0,4.0,2012-05-09,002317
5.0,5.0,2011-05-13,002317
5.0,5.0,2010-05-13,002317
0.0,4.0,2022-05-26,002318
0.0,3.8,2021-05-27,002318
0.0,3.0,2020-04-30,002318
0.0,3.0,2019-04-18,002318
0.0,1.499991,2018-06-01,002318
0.0,0.6,2017-05-16,002318
0.0,0.2,2016-05-20,002318
15.0,0.0,2015-10-21,002318
0.0,2.0,2015-04-24,002318
0.0,2.0,2014-05-20,002318
0.0,1.0,2013-04-19,002318
5.0,1.0,2012-04-25,002318
0.0,1.0,2011-05-31,002318
3.0,1.0,2010-05-12,002318
0.0,0.162,2018-07-06,002319
0.0,0.05,2016-07-22,002319
0.0,0.1,2015-06-19,002319
0.0,0.3,2014-06-20,002319
10.0,1.0,2013-03-04,002319
0.0,0.5,2012-07-12,002319
0.0,1.0,2011-06-27,002319
0.0,1.0,2010-04-21,002319
0.0,1.0,2022-05-23,002320
5.0,1.4,2021-04-29,002320
5.0,2.0,2020-04-27,002320
5.0,1.5,2019-05-29,002320
3.0,2.0,2018-06-06,002320
0.0,0.28,2017-06-13,002320
0.0,0.26,2016-07-01,002320
0.0,0.18,2015-06-23,002320
0.0,0.4,2014-06-12,002320
0.0,1.5,2013-06-05,002320
3.0,4.0,2012-04-25,002320
6.0,6.0,2011-06-10,002320
3.0,6.0,2010-05-12,002320
29.92,0.0,2022-01-04,002321
0.0,0.5,2018-07-09,002321
10.0,1.0,2012-04-18,002321
0.0,2.0,2011-06-10,002321
0.0,1.0,2010-05-28,002321
0.0,6.5,2021-07-07,002322
0.0,3.5,2020-05-27,002322
0.0,2.5,2019-09-24,002322
0.0,3.0,2019-06-14,002322
0.0,2.0,2018-10-31,002322
0.0,3.0,2018-06-01,002322
0.0,3.0,2017-06-02,002322
0.0,1.0,2016-07-08,002322
0.0,2.0,2015-06-02,002322
0.0,1.0,2014-05-23,002322
10.0,1.0,2013-05-15,002322
10.0,2.0,2012-04-17,002322
0.0,3.0,2011-05-06,002322
0.0,5.0,2010-05-28,002322
18.44,0.0,2022-01-06,002323
0.0,0.34,2017-07-26,002323
20.0,1.08,2016-04-27,002323
0.0,1.5,2014-04-30,002323
3.0,4.0,2013-05-17,002323
0.0,6.0,2012-05-08,002323
0.0,3.0,2011-07-06,002323
0.0,6.0,2010-04-30,002323
0.0,0.5,2022-05-13,002324
2.0,0.5,2021-05-28,002324
6.0,1.0,2020-04-22,002324
3.0,2.0,2019-05-21,002324
5.0,1.0,2018-05-28,002324
0.0,1.0,2017-07-06,002324
0.0,1.0,2016-05-20,002324
0.0,1.0,2015-07-09,002324
0.0,2.0,2014-05-30,002324
0.0,1.0,2013-06-18,002324
0.0,1.0,2012-05-31,002324
10.0,1.0,2011-04-20,002324
0.0,3.0,2010-06-21,002324
0.0,0.2,2020-07-21,002325
0.0,0.1,2019-07-26,002325
0.0,0.2,2018-07-13,002325
0.0,0.2,2017-07-21,002325
2.0,0.38,2016-06-01,002325
2.5,0.5,2015-08-24,002325
0.0,0.5,2014-05-26,002325
5.0,0.6,2013-05-23,002325
10.0,1.5,2012-05-18,002325
5.0,1.5,2011-06-16,002325
2.5,1.0,2010-06-03,002325
0.0,1.0,2022-05-24,002326
1.206188,0.0,2019-09-30,002326
0.0,1.5,2019-08-20,002326
0.0,1.0,2018-06-22,002326
0.0,0.6,2016-06-24,002326
18.0,1.0,2015-04-29,002326
0.0,1.0,2013-07-18,002326
8.0,0.0,2011-06-10,002326
0.0,3.0,2010-07-07,002326
0.0,6.0,2022-06-08,002327
0.0,5.0,2021-06-08,002327
0.0,5.0,2020-06-12,002327
0.0,5.0,2019-05-15,002327
0.0,2.5,2018-05-25,002327
0.0,1.0,2017-06-26,002327
0.0,1.0,2016-06-02,002327
10.0,1.0,2015-05-14,002327
2.998183,0.999394,2014-04-30,002327
9.999477,2.999843,2013-05-22,002327
2.0,0.0,2012-05-11,002327
0.0,7.0,2011-07-06,002327
3.0,5.0,2010-07-08,002327
0.0,1.3,2022-05-27,002328
0.0,1.3,2021-05-27,002328
0.0,1.3,2020-05-27,002328
7.0,1.12,2019-06-12,002328
0.0,0.45,2018-06-25,002328
0.0,0.45,2017-05-26,002328
0.0,0.45,2016-05-25,002328
0.0,0.6,2015-06-10,002328
0.0,0.25,2014-07-25,002328
0.0,0.3,2013-06-06,002328
5.0,1.5,2012-05-16,002328
0.0,2.0,2011-05-13,002328
0.0,1.0,2010-11-10,002328
0.0,1.7,2010-05-26,002328
0.0,0.1,2020-08-18,002329
0.0,0.1,2018-05-28,002329
0.0,0.6,2017-07-14,002329
18.0,0.0,2015-09-23,002329
0.0,0.5,2015-05-04,002329
0.0,0.5,2014-07-18,002329
0.0,2.0,2013-07-04,002329
0.0,1.0,2012-06-01,002329
10.0,1.0,2011-05-27,002329
0.0,2.0,2010-05-13,002329
0.0,0.099545,2021-07-08,002330
0.0,0.08,2018-07-19,002330
0.0,0.3,2015-05-13,002330
0.0,0.3,2014-07-09,002330
10.0,0.0,2013-04-24,002330
0.0,2.0,2012-05-23,002330
0.0,0.7,2020-07-31,002331
0.0,0.3,2019-06-25,002331
0.0,0.5,2017-04-14,002331
2.0,0.5,2016-05-12,002331
2.0,0.5,2015-03-26,002331
0.0,0.2,2014-04-15,002331
6.0,1.0,2013-05-09,002331
0.0,1.5,2012-05-07,002331
7.0,2.0,2011-04-08,002331
3.0,5.0,2010-05-07,002331
0.0,1.5,2022-06-08,002332
0.0,1.5,2021-06-04,002332
0.0,1.0,2020-06-01,002332
0.0,0.65,2019-05-30,002332
0.0,0.6,2018-05-30,002332
5.0,1.0,2017-05-18,002332
0.0,1.0,2016-05-20,002332
0.0,1.0,2015-05-15,002332
5.0,0.0,2014-05-08,002332
0.0,2.0,2013-06-05,002332
0.0,2.2,2012-05-18,002332
0.0,3.5,2011-05-11,002332
0.0,3.0,2010-05-21,002332
0.0,2.0,2019-07-12,002333
0.0,1.0,2017-06-08,002333
10.0,2.0,2016-05-27,002333
0.0,3.0,2015-05-21,002333
0.0,2.0,2014-06-11,002333
0.0,2.0,2013-05-28,002333
0.0,1.5,2012-07-03,002333
0.0,1.0,2011-04-18,002333
6.0,3.0,2010-06-09,002333
0.0,0.5,2019-05-22,002334
0.0,1.5,2018-05-10,002334
0.0,0.5,2017-04-27,002334
0.0,0.5,2016-05-04,002334
10.006515,1.500977,2015-04-30,002334
0.0,1.0,2014-05-22,002334
6.0,1.0,2013-05-16,002334
8.0,2.5,2012-05-29,002334
9.0,3.0,2010-09-16,002334
0.0,6.0,2010-04-16,002334
0.0,0.9,2022-06-02,002335
0.0,3.0,2021-06-02,002335
7.0,0.0,2020-09-28,002335
0.0,6.0,2020-06-02,002335
0.0,10.0,2019-05-31,002335
0.0,10.0,2018-05-16,002335
0.0,3.0,2017-06-08,002335
0.0,3.0,2016-09-29,002335
0.0,1.0,2015-05-18,002335
0.0,1.5,2014-06-12,002335
0.0,1.5,2013-05-29,002335
4.0,1.5,2012-05-30,002335
10.0,8.0,2011-04-14,002335
0.0,3.0,2010-05-07,002335
1.0,0.0,2019-05-29,002336
0.0,5.0,2012-04-18,002336
0.0,5.0,2011-05-13,002336
0.0,5.0,2010-06-04,002336
0.0,0.2,2020-05-20,002337
0.0,0.1,2018-06-14,002337
20.0,0.0,2015-03-06,002337
0.0,2.5,2014-04-29,002337
0.0,2.5,2013-05-16,002337
0.0,1.0,2012-05-25,002337
6.0,2.5,2011-05-24,002337
0.0,2.5,2010-05-24,002337
0.0,0.8,2021-07-16,002338
0.0,0.5,2020-07-09,002338
0.0,0.5,2019-07-16,002338
0.0,0.3,2018-07-18,002338
10.0,2.0,2017-07-07,002338
0.0,1.5,2016-07-11,002338
0.0,2.5,2015-07-22,002338
0.0,2.5,2014-07-08,002338
0.0,3.0,2013-06-05,002338
5.0,5.5,2012-05-14,002338
0.0,5.0,2011-05-05,002338
0.0,4.0,2010-08-10,002338
0.0,0.3,2021-06-04,002339
0.0,0.3,2020-06-05,002339
3.0,0.6,2019-05-23,002339
0.0,0.4,2018-05-29,002339
0.0,0.3,2017-06-06,002339
0.0,0.6,2016-05-31,002339
0.0,0.6,2015-06-04,002339
0.0,0.6,2014-05-23,002339
10.0,1.0,2013-05-24,002339
10.0,2.0,2012-04-13,002339
0.0,1.0,2011-06-01,002339
0.0,2.0,2010-05-26,002339
0.0,0.29,2022-06-17,002340
0.0,0.15,2021-06-18,002340
0.0,0.3,2020-06-12,002340
0.0,0.3,2019-05-15,002340
0.0,0.26,2018-05-29,002340
3.0,0.1,2017-05-19,002340
10.0,0.2,2016-06-01,002340
3.0,0.1,2015-05-15,002340
0.0,0.55,2015-01-26,002340
3.0,0.5,2013-06-21,002340
10.0,2.0,2012-05-29,002340
10.0,1.0,2011-05-26,002340
3.0,3.0,2010-06-21,002340
0.0,0.269953,2019-07-12,002341
10.0,0.35,2018-04-04,002341
0.0,0.11,2017-06-06,002341
0.0,0.12,2015-05-14,002341
0.0,0.5,2014-07-02,002341
0.0,1.0,2013-05-15,002341
10.0,1.5,2012-05-23,002341
10.0,3.0,2011-05-19,002341
0.0,2.0,2010-06-04,002341
0.0,0.04,2022-06-14,002342
0.0,0.05,2021-06-16,002342
0.0,0.03,2020-07-07,002342
0.0,0.03,2019-05-23,002342
0.0,0.04,2017-06-14,002342
0.0,0.05,2016-05-17,002342
0.0,0.06,2015-05-27,002342
0.0,0.2,2014-05-19,002342
0.0,0.2,2013-05-14,002342
0.0,0.5,2012-04-18,002342
10.0,0.0,2011-10-11,002342
0.0,1.5,2011-04-26,002342
2.0,3.0,2010-03-25,002342
4.0,1.8,2018-06-22,002343
0.0,0.93,2017-07-14,002343
0.0,2.5,2014-06-05,002343
0.0,3.5,2013-06-06,002343
0.0,2.5,2012-05-04,002343
10.0,5.0,2011-05-26,002343
0.0,6.0,2010-04-08,002343
0.0,0.3,2022-06-17,002344
0.0,0.19,2021-05-28,002344
0.0,0.19,2020-06-11,002344
0.0,0.21,2019-06-21,002344
0.0,1.2,2018-06-15,002344
0.0,0.5,2017-06-29,002344
0.0,0.35,2016-08-23,002344
0.0,1.2,2015-06-25,002344
0.0,1.5,2014-07-01,002344
10.0,2.5,2013-05-31,002344
0.0,2.5,2012-06-08,002344
10.0,5.0,2011-05-26,002344
0.0,3.0,2010-05-18,002344
0.0,2.0,2022-06-06,002345
0.0,2.0,2021-06-03,002345
0.0,1.0,2020-06-04,002345
0.0,1.0,2018-06-07,002345
0.0,1.0,2017-09-18,002345
0.0,1.0,2016-05-05,002345
0.0,1.0,2015-05-20,002345
10.0,0.0,2014-09-26,002345
0.0,1.5,2014-05-29,002345
10.0,3.0,2013-05-22,002345
0.0,3.5,2012-05-23,002345
0.0,3.5,2011-05-27,002345
5.0,5.0,2010-05-21,002345
0.0,2.0,2022-05-26,002346
0.0,2.0,2021-05-21,002346
0.0,2.0,2020-06-09,002346
0.0,2.0,2019-07-22,002346
0.0,2.0,2018-07-16,002346
0.0,1.0,2017-07-25,002346
0.0,1.0,2016-06-28,002346
0.0,0.5,2015-07-17,002346
10.0,0.0,2014-03-21,002346
0.0,1.0,2013-07-25,002346
0.0,1.5,2012-07-20,002346
0.0,1.0,2011-07-18,002346
0.0,0.35,2010-06-25,002346
0.0,1.0,2021-07-09,002347
0.0,1.0,2020-06-19,002347
10.0,0.0,2016-09-23,002347
0.0,0.3,2015-06-02,002347
8.0,0.5,2013-04-02,002347
0.0,3.0,2012-04-24,002347
0.0,2.0,2011-06-10,002347
0.0,2.0,2010-06-17,002347
0.0,0.2,2017-06-09,002348
10.0,0.5,2016-05-11,002348
0.0,0.5,2015-05-19,002348
0.0,0.5,2014-05-28,002348
10.0,1.0,2013-05-02,002348
0.0,3.0,2012-06-21,002348
6.0,3.0,2011-06-10,002348
0.0,1.0,2010-06-04,002348
0.0,0.6,2022-06-13,002349
0.0,0.41,2021-06-30,002349
0.0,0.5,2019-05-08,002349
0.0,0.5,2018-05-10,002349
10.0,1.5,2017-03-14,002349
5.0,1.0,2016-03-08,002349
0.0,1.0,2015-04-10,002349
0.0,0.5,2014-06-04,002349
0.0,0.5,2013-06-28,002349
10.0,1.0,2012-05-02,002349
2.5,1.0,2011-03-01,002349
0.0,1.0,2010-06-01,002349
0.0,0.71,2021-06-11,002350
1.0,0.6,2020-05-19,002350
0.0,0.6,2019-06-10,002350
0.0,0.6,2018-09-14,002350
7.0,1.5,2017-06-09,002350
0.0,0.5,2016-06-24,002350
0.0,1.5,2015-05-29,002350
0.0,0.6,2014-07-04,002350
0.0,1.8,2013-06-25,002350
7.0,3.0,2012-05-23,002350
0.0,2.0,2011-06-10,002350
2.0,5.0,2010-05-13,002350
0.0,1.8,2022-06-13,002351
0.0,2.0,2021-06-11,002351
5.0,1.5,2020-05-29,002351
0.0,1.0,2019-07-22,002351
0.0,1.0,2018-06-21,002351
0.0,0.5,2017-09-21,002351
0.0,1.0,2017-06-21,002351
10.0,2.0,2016-06-20,002351
0.0,2.0,2015-06-02,002351
0.0,1.8,2014-05-20,002351
0.0,2.0,2013-05-17,002351
0.0,2.0,2012-04-27,002351
10.0,4.0,2011-05-10,002351
0.0,5.0,2010-09-21,002351
0.0,1.8,2022-06-15,002352
0.0,3.3,2021-04-20,002352
0.0,2.7,2020-04-24,002352
0.0,2.1,2019-04-18,002352
0.0,2.2,2018-04-16,002352
0.0,1.0,2017-04-17,002352
10.0,1.4,2016-05-26,002352
0.0,3.0,2015-09-30,002352
5.0,0.0,2015-07-16,002352
0.0,3.0,2014-10-14,002352
0.0,1.0,2014-05-22,002352
0.0,2.5,2013-11-14,002352
0.0,1.0,2013-06-20,002352
0.0,2.5,2012-09-27,002352
0.0,4.5,2012-05-24,002352
0.0,5.0,2011-05-25,002352
0.0,2.0,2010-10-21,002352
0.0,4.5,2010-07-06,002352
0.0,1.8,2022-05-17,002353
0.0,1.8,2021-06-30,002353
0.0,1.6,2020-07-03,002353
0.0,1.2,2019-06-13,002353
0.0,1.2,2018-05-11,002353
0.0,0.3,2017-06-09,002353
0.0,0.3,2016-05-20,002353
0.0,2.0,2015-05-28,002353
5.0,2.5,2014-06-09,002353
3.0,2.5,2013-05-28,002353
10.0,3.0,2012-04-17,002353
10.0,8.0,2011-04-21,002353
0.0,6.0,2010-06-11,002353
0.0,0.2,2018-07-02,002354
18.0,4.1226,2017-05-12,002354
0.0,2.48,2016-05-20,002354
0.0,1.04,2015-04-29,002354
0.0,0.1,2014-04-30,002354
0.0,0.3,2013-07-31,002354
0.0,1.0,2012-08-20,002354
0.0,0.02,2020-09-03,002355
0.0,0.1,2018-07-09,002355
0.0,0.1,2017-05-26,002355
0.0,0.1,2016-07-05,002355
0.0,0.1,2015-06-19,002355
0.0,0.15,2014-06-30,002355
10.0,0.3,2013-03-22,002355
0.0,2.5,2012-02-15,002355
0.0,1.15,2011-07-07,002355
0.0,1.15,2010-05-28,002355
14.84,0.0,2022-01-04,002356
7.0,1.0,2018-07-17,002356
0.0,1.0,2017-07-17,002356
0.0,0.7,2016-06-03,002356
20.0,1.5,2015-05-07,002356
0.0,2.5,2014-05-29,002356
0.0,2.5,2013-06-05,002356
0.0,2.0,2012-06-20,002356
0.0,3.0,2011-06-17,002356
0.0,6.5,2010-06-09,002356
0.0,1.0,2019-07-09,002357
0.0,1.0,2018-04-27,002357
0.0,1.5,2017-05-26,002357
0.0,1.9,2016-06-22,002357
6.0,0.0,2015-09-17,002357
0.0,1.2,2015-04-08,002357
0.0,1.0,2014-04-04,002357
0.0,2.0,2013-04-26,002357
0.0,1.5,2012-05-23,002357
10.0,1.0,2011-05-18,002357
2.0,1.0,2010-05-21,002357
0.0,1.0,2019-07-05,002358
0.0,1.4,2018-06-13,002358
0.0,0.9,2017-06-26,002358
0.0,0.8,2016-11-18,002358
10.0,2.3,2015-06-15,002358
0.0,1.4,2014-07-09,002358
0.0,1.2,2013-06-24,002358
10.0,2.0,2012-05-23,002358
10.0,3.0,2011-06-21,002358
0.0,1.0,2021-05-25,002360
0.0,1.5,2020-05-25,002360
0.0,1.0,2019-05-14,002360
0.0,1.5,2018-05-15,002360
0.0,1.0,2017-05-19,002360
0.0,1.0,2016-04-29,002360
0.0,1.0,2015-04-30,002360
10.0,1.0,2014-04-24,002360
5.0,1.0,2013-04-25,002360
0.0,1.0,2012-05-04,002360
10.0,3.0,2011-04-26,002360
0.0,1.0,2022-05-31,002361
0.0,1.0,2021-06-01,002361
0.0,1.0,2020-06-11,002361
0.0,1.0,2019-06-17,002361
0.0,0.5,2018-05-21,002361
0.0,0.5,2017-07-17,002361
10.0,1.0,2016-06-08,002361
0.0,1.0,2014-04-28,002361
10.0,2.0,2013-04-16,002361
10.0,1.5,2011-05-30,002361
10.0,0.0,2011-04-28,002362
0.0,2.0,2022-04-28,002363
0.0,2.0,2021-06-07,002363
0.0,4.0,2020-08-24,002363
0.0,0.45,2020-05-27,002363
0.0,0.2,2019-07-11,002363
0.0,0.2,2018-06-22,002363
0.0,0.2,2017-05-12,002363
0.0,0.2,2016-05-30,002363
0.0,0.5,2015-06-15,002363
10.0,1.0,2014-06-17,002363
0.0,1.0,2012-05-31,002363
0.0,1.0,2011-06-23,002363
0.0,1.2,2010-08-26,002363
0.0,1.0,2021-06-24,002364
0.0,1.0,2020-06-12,002364
0.0,1.0,2019-06-04,002364
0.0,1.0,2018-05-14,002364
0.0,1.0,2017-06-13,002364
0.0,0.3,2016-05-03,002364
10.0,0.3,2015-05-19,002364
0.0,1.0,2014-05-15,002364
10.0,1.5,2013-05-06,002364
0.0,1.5,2012-04-05,002364
5.0,2.0,2011-05-27,002364
0.0,2.0,2010-08-25,002364
0.0,1.0,2021-07-09,002365
0.0,1.5,2020-05-29,002365
0.0,1.007109,2019-05-27,002365
5.0,1.0,2018-05-15,002365
0.0,1.0,2017-06-09,002365
0.0,0.3,2016-08-11,002365
0.0,0.6,2015-07-15,002365
0.0,0.3,2014-06-13,002365
0.0,2.0,2013-05-15,002365
0.0,2.0,2012-06-18,002365
10.0,3.0,2011-05-03,002365
0.0,5.0,2010-09-21,002365
0.0,0.39,2019-08-16,002366
0.0,1.17,2018-09-14,002366
10.0,0.91,2017-07-05,002366
0.0,0.5,2016-07-20,002366
0.0,2.5,2014-05-12,002366
0.0,1.5,2013-06-26,002366
0.0,3.0,2012-07-17,002366
0.0,4.5,2011-09-26,002366
0.0,3.5,2010-10-19,002366
0.0,3.0,2022-05-09,002367
0.0,3.0,2021-05-07,002367
0.0,1.5,2020-09-18,002367
0.0,4.0,2020-04-30,002367
0.0,0.3,2019-09-25,002367
0.0,5.0,2019-05-27,002367
0.0,6.0,2018-09-26,002367
0.0,1.5,2018-05-18,002367
0.0,1.0,2017-09-25,002367
0.0,2.0,2016-09-23,002367
0.0,2.5,2015-04-29,002367
10.0,3.0,2014-03-31,002367
0.0,2.573484,2013-05-14,002367
5.0,3.0,2012-03-28,002367
5.0,3.0,2011-03-30,002367
2.0,2.5,2010-04-29,002367
0.0,1.909992,2021-07-12,002368
3.999615,2.439765,2020-07-09,002368
0.0,2.3,2019-06-11,002368
0.0,2.11,2018-06-21,002368
0.0,2.18,2017-06-21,002368
0.0,1.5,2016-06-08,002368
5.0,2.2,2015-06-16,002368
0.0,2.0,2014-06-19,002368
0.0,1.8,2013-06-17,002368
2.0,1.5,2012-06-11,002368
10.0,6.0,2011-05-24,002368
0.0,0.601104,2018-07-11,002369
10.0,1.1,2014-05-15,002369
0.0,1.5,2013-05-15,002369
0.0,2.0,2012-06-13,002369
0.0,1.0,2011-09-22,002369
10.0,5.0,2011-05-17,002369
0.0,5.0,2010-09-03,002369
0.0,0.5,2019-06-10,002370
0.0,1.0,2018-06-12,002370
10.0,0.0,2017-09-20,002370
0.0,1.0,2017-06-09,002370
0.0,1.0,2016-04-29,002370
0.0,1.0,2015-06-17,002370
0.0,0.2,2014-06-27,002370
0.0,0.8,2012-06-29,002370
7.0,1.5,2011-07-06,002370
0.0,1.09,2021-07-09,002371
0.0,0.63,2020-06-23,002371
0.0,0.52,2019-07-10,002371
0.0,0.28,2018-07-03,002371
0.0,0.22,2017-06-13,002371
0.0,0.3,2016-06-22,002371
0.0,1.0,2014-07-04,002371
10.0,1.0,2013-05-10,002371
8.0,1.0,2012-03-27,002371
3.0,1.0,2011-07-01,002371
0.0,6.0,2022-05-19,002372
0.0,5.0,2021-06-04,002372
0.0,5.0,2020-05-28,002372
2.0,6.0,2019-06-06,002372
3.0,6.0,2018-06-07,002372
3.0,6.0,2017-04-28,002372
3.0,6.0,2016-06-20,002372
3.0,6.0,2015-05-27,002372
3.0,8.0,2014-05-21,002372
3.0,8.0,2013-06-19,002372
0.0,8.0,2012-04-20,002372
0.0,3.0,2011-05-13,002372
0.0,0.701002,2021-06-11,002373
0.0,0.7,2020-07-07,002373
0.0,0.55,2019-05-22,002373
0.0,0.4,2018-06-07,002373
0.0,0.5,2017-07-11,002373
10.0,1.0,2016-05-10,002373
0.0,1.0,2015-07-16,002373
10.0,0.0,2013-05-27,002373
0.0,1.0,2011-07-14,002373
0.0,0.3,2017-05-19,002374
12.0,0.5,2016-04-18,002374
0.0,0.5,2014-04-04,002374
8.0,3.0,2013-05-29,002374
0.0,1.0,2012-03-30,002374
6.0,1.0,2011-05-10,002374
0.0,0.25,2021-07-14,002375
0.0,0.33,2020-07-03,002375
0.0,0.42,2019-07-12,002375
0.0,0.4,2018-07-12,002375
0.0,0.4,2017-07-14,002375
0.0,0.6,2016-07-14,002375
