变动日期,变动后流通A股(股),code
2015-05-08,2.72亿,300032
2020-06-30,2.69亿,300033
2020-01-01,2.68亿,300033
2019-06-30,2.64亿,300033
2016-01-08,2.62亿,300033
2015-01-12,1.31亿,300033
2015-01-08,1.30亿,300033
2020-10-12,4.30亿,300034
2020-09-03,4.22亿,300034
2019-07-19,4.21亿,300034
2018-12-31,4.22亿,300034
2018-12-18,4.21亿,300034
2017-03-31,4.20亿,300034
2016-12-31,4.19亿,300034
2016-06-30,4.18亿,300034
2016-05-12,3.22亿,300034
2015-12-31,3.20亿,300034
2020-09-08,4.25亿,300035
2020-06-16,4.29亿,300035
2020-03-11,4.24亿,300035
2020-03-05,4.07亿,300035
2019-03-05,3.93亿,300035
2018-06-30,3.90亿,300035
2018-03-07,3.73亿,300035
2017-06-30,3.71亿,300035
2017-06-09,3.72亿,300035
2017-06-03,1.86亿,300035
2015-06-30,1.84亿,300035
2020-08-10,3.79亿,300036
2020-06-30,3.76亿,300036
2019-12-31,3.74亿,300036
2019-07-12,3.72亿,300036
2019-07-09,3.34亿,300036
2018-12-31,3.35亿,300036
2018-07-13,3.32亿,300036
2018-07-10,3.28亿,300036
2018-03-12,3.30亿,300036
2017-11-09,3.29亿,300036
2017-07-07,3.20亿,300036
2016-12-31,3.05亿,300036
2016-11-15,3.03亿,300036
2016-07-12,3.05亿,300036
2016-01-27,1.53亿,300036
2015-12-10,1.52亿,300036
2015-05-06,9475.53万,300036
2020-06-30,2.56亿,300037
2020-05-11,2.57亿,300037
2020-01-13,2.55亿,300037
2020-01-09,2.54亿,300037
2019-12-20,2.50亿,300037
2019-06-30,2.49亿,300037
2019-01-17,2.46亿,300037
2019-01-11,2.47亿,300037
2018-12-31,2.45亿,300037
2018-06-30,2.44亿,300037
2018-05-11,2.30亿,300037
2018-01-22,2.29亿,300037
2018-01-18,2.25亿,300037
2018-01-10,2.27亿,300037
2017-06-30,2.26亿,300037
2017-05-05,1.13亿,300037
2016-06-30,1.09亿,300037
2015-06-05,1.05亿,300037
2020-06-30,11.61亿,300038
2020-06-08,8.06亿,300038
2018-11-27,6.85亿,300038
2018-11-23,6.67亿,300038
2018-09-19,6.93亿,300038
2018-05-18,4.10亿,300038
2018-05-16,4.08亿,300038
2017-09-07,1.46亿,300038
2017-03-24,1.38亿,300038
2016-11-22,1.23亿,300038
2016-09-21,1.22亿,300038
2016-09-20,1.16亿,300038
2016-06-30,1.13亿,300038
2015-06-30,1.12亿,300038
2015-06-05,1.08亿,300038
2019-12-31,9.16亿,300039
2019-12-06,10.37亿,300039
2018-06-30,10.62亿,300039
2017-12-31,7.19亿,300039
2017-06-30,8.01亿,300039
2017-04-26,6.17亿,300039
2016-12-31,6.16亿,300039
2015-12-31,6.08亿,300039
2015-12-08,6.15亿,300039
2015-12-05,6.11亿,300039
2015-07-10,6.12亿,300039
2015-06-30,6.08亿,300039
2015-04-24,4.68亿,300039
2020-07-14,2.48亿,300040
2019-12-16,2.39亿,300040
2018-12-31,2.35亿,300040
2018-12-12,2.27亿,300040
2018-07-13,2.33亿,300040
2018-01-25,2.34亿,300040
2017-12-31,2.32亿,300040
2017-12-14,2.29亿,300040
2017-05-08,2.27亿,300040
2016-12-30,2.25亿,300040
2016-12-13,2.01亿,300040
2015-12-29,1.98亿,300040
2020-07-07,3.43亿,300041
2020-07-02,3.18亿,300041
2020-01-13,3.22亿,300041
2019-05-09,3.06亿,300041
2018-12-31,2.89亿,300041
2018-09-18,3.26亿,300041
2018-09-13,2.63亿,300041
2017-12-31,2.59亿,300041
2017-07-04,2.57亿,300041
2016-06-30,2.54亿,300041
2016-05-05,1.27亿,300041
2015-09-18,1.28亿,300041
2020-06-30,1.68亿,300042
2017-12-31,1.12亿,300042
2016-06-30,1.05亿,300042
2015-06-30,9072.00万,300042
2020-06-30,9.15亿,300043
2019-04-26,9.10亿,300043
2018-12-31,8.64亿,300043
2018-06-30,9.03亿,300043
2018-05-14,9.09亿,300043
2018-05-11,8.67亿,300043
2017-12-31,8.64亿,300043
2017-06-30,8.24亿,300043
2017-06-23,8.20亿,300043
2017-05-10,8.29亿,300043
2017-05-08,7.90亿,300043
2016-12-31,7.88亿,300043
2016-06-30,7.89亿,300043
2016-06-27,7.98亿,300043
2015-12-31,7.71亿,300043
2015-04-21,3.50亿,300043
2015-04-20,3.63亿,300043
2015-04-17,2.07亿,300043
2015-04-03,1.88亿,300043
2020-09-18,6.24亿,300044
2020-09-03,6.33亿,300044
2020-08-03,5.61亿,300044
2020-07-20,5.97亿,300044
2020-06-30,5.46亿,300044
2019-12-31,5.30亿,300044
2019-04-23,4.68亿,300044
2019-02-21,5.31亿,300044
2019-01-31,5.30亿,300044
2019-01-11,5.26亿,300044
2019-01-09,4.70亿,300044
2018-12-31,4.68亿,300044
2018-05-10,4.58亿,300044
2018-05-03,2.54亿,300044
2017-12-31,2.41亿,300044
2017-12-28,2.42亿,300044
2017-12-27,2.40亿,300044
2017-12-25,2.43亿,300044
2017-06-30,2.45亿,300044
2017-06-22,2.36亿,300044
2016-11-17,2.37亿,300044
2016-07-27,2.34亿,300044
2016-04-22,1.56亿,300044
2015-12-31,1.48亿,300044
2015-09-30,1.47亿,300044
2015-07-24,1.48亿,300044
2020-05-25,4.29亿,300045
2020-05-15,4.23亿,300045
2020-03-31,4.14亿,300045
2019-12-31,4.13亿,300045
2019-05-21,4.09亿,300045
2019-05-07,4.07亿,300045
2019-02-13,3.67亿,300045
2018-05-24,3.66亿,300045
2018-04-24,3.58亿,300045
2017-09-22,3.60亿,300045
2017-09-19,3.58亿,300045
2017-05-23,3.57亿,300045
2017-05-18,3.58亿,300045
2017-03-28,3.57亿,300045
2016-12-31,3.36亿,300045
2016-09-14,3.35亿,300045
2016-05-24,3.34亿,300045
2015-12-31,3.31亿,300045
2015-09-07,3.29亿,300045
2015-06-30,3.26亿,300045
2015-05-19,1.63亿,300045
2018-05-09,2.13亿,300046
2017-01-20,1.42亿,300046
2016-01-20,1.37亿,300046
2015-01-21,1.23亿,300046
2020-06-30,5.17亿,300047
2019-12-31,5.10亿,300047
2019-10-18,4.96亿,300047
2019-10-17,4.87亿,300047
2019-06-26,4.81亿,300047
2019-05-23,3.00亿,300047
2018-12-31,2.99亿,300047
2018-11-07,3.04亿,300047
2018-06-30,2.83亿,300047
2018-06-26,2.80亿,300047
2017-10-18,2.72亿,300047
2017-04-21,2.69亿,300047
2016-12-31,2.63亿,300047
2016-08-09,2.62亿,300047
2016-06-30,2.43亿,300047
2016-01-15,2.40亿,300047
2015-06-30,2.41亿,300047
2015-04-29,2.30亿,300047
2020-07-14,10.85亿,300048
2020-04-24,10.90亿,300048
2019-03-06,10.11亿,300048
2019-01-02,10.07亿,300048
2018-12-28,9.90亿,300048
2018-09-14,9.76亿,300048
2018-05-16,9.70亿,300048
2018-01-19,9.69亿,300048
2017-12-31,9.71亿,300048
2017-06-14,9.72亿,300048
2017-06-07,6.94亿,300048
2017-05-15,6.95亿,300048
2017-05-11,6.90亿,300048
2017-01-13,6.89亿,300048
2017-01-03,6.40亿,300048
2016-06-30,6.29亿,300048
2016-06-14,6.27亿,300048
2016-06-04,3.13亿,300048
2016-01-12,3.12亿,300048
2015-12-31,3.11亿,300048
2015-12-30,3.12亿,300048
2020-06-30,2.27亿,300049
2019-12-31,2.28亿,300049
2017-05-25,2.26亿,300049
2016-06-30,2.24亿,300049
2015-12-31,2.22亿,300049
2015-06-30,1.11亿,300049
2015-06-05,1.10亿,300049
2015-05-20,1.11亿,300049
2015-02-12,1.10亿,300049
2020-09-01,4.97亿,300050
2020-08-28,4.89亿,300050
2020-08-19,5.01亿,300050
2020-08-14,4.78亿,300050
2020-06-30,3.82亿,300050
2020-02-12,3.81亿,300050
2020-01-10,4.05亿,300050
2020-01-08,3.99亿,300050
2019-08-12,3.87亿,300050
2019-08-09,3.82亿,300050
2018-12-31,3.69亿,300050
2018-08-15,3.65亿,300050
2018-05-09,3.37亿,300050
2017-09-22,3.33亿,300050
2017-08-17,3.31亿,300050
2016-05-30,3.28亿,300050
2016-04-27,1.64亿,300050
2016-04-25,1.62亿,300050
2016-01-15,1.59亿,300050
2016-01-14,1.47亿,300050
2015-12-31,1.43亿,300050
2015-06-30,1.31亿,300050
2015-01-22,1.34亿,300050
2015-01-21,1.33亿,300050
2015-01-12,1.32亿,300050
2020-06-30,3.63亿,300051
2019-12-31,2.25亿,300051
2019-09-24,2.19亿,300051
2019-07-31,2.54亿,300051
2018-08-17,2.45亿,300051
2017-02-28,2.32亿,300051
2016-09-29,2.27亿,300051
2016-09-27,2.17亿,300051
2016-05-18,2.12亿,300051
2015-12-31,2.10亿,300051
2015-12-03,2.12亿,300051
2015-02-11,2.05亿,300051
2015-02-07,2.04亿,300051
2020-09-03,2.61亿,300052
2020-08-31,2.60亿,300052
2015-12-31,2.61亿,300052
2020-06-30,6.15亿,300053
2019-12-31,5.89亿,300053
2019-12-06,5.71亿,300053
2019-06-30,5.74亿,300053
2019-04-19,4.95亿,300053
2018-12-17,4.99亿,300053
2018-12-13,4.94亿,300053
2018-04-18,4.65亿,300053
2017-12-19,4.64亿,300053
2017-12-15,4.60亿,300053
2017-09-27,4.63亿,300053
2017-06-30,4.58亿,300053
2016-12-08,4.54亿,300053
2016-06-30,4.41亿,300053
2016-06-16,4.15亿,300053
2016-05-17,1.66亿,300053
2020-08-05,6.80亿,300054
2020-07-19,7.20亿,300054
2020-07-10,7.19亿,300054
2020-07-08,7.17亿,300054
2019-12-31,7.18亿,300054
2019-12-09,7.09亿,300054
2019-06-30,6.89亿,300054
2018-12-31,6.87亿,300054
2018-12-28,6.84亿,300054
2018-11-13,6.87亿,300054
2018-07-03,6.84亿,300054
2018-06-29,6.69亿,300054
2017-12-01,6.65亿,300054
2017-11-10,6.58亿,300054
2017-07-10,6.55亿,300054
2017-07-06,6.38亿,300054
2017-05-12,3.54亿,300054
2017-02-13,3.53亿,300054
2017-01-23,3.06亿,300054
2016-12-27,3.03亿,300054
2016-10-31,3.02亿,300054
2016-07-01,3.03亿,300054
2016-05-16,3.02亿,300054
2016-03-23,3.00亿,300054
2015-12-31,2.97亿,300054
2015-11-27,2.95亿,300054
2015-10-30,2.98亿,300054
2015-10-28,2.96亿,300054
2015-09-07,2.95亿,300054
2015-09-01,2.94亿,300054
2015-08-21,2.95亿,300054
2015-06-30,2.94亿,300054
2018-12-31,8.63亿,300055
2018-06-30,8.64亿,300055
2017-09-12,8.65亿,300055
2017-06-30,8.26亿,300055
2016-12-31,5.88亿,300055
2016-06-30,6.39亿,300055
2016-05-04,6.43亿,300055
2016-04-29,5.13亿,300055
2015-12-31,5.25亿,300055
2015-09-10,5.16亿,300055
2020-09-29,3.41亿,300056
2020-09-28,3.27亿,300056
2020-03-09,3.16亿,300056
2020-02-12,3.10亿,300056
2020-01-17,3.16亿,300056
2019-07-23,3.10亿,300056
2019-02-19,2.16亿,300056
2019-02-18,2.13亿,300056
2018-07-23,2.37亿,300056
2018-07-19,2.29亿,300056
2017-12-31,2.14亿,300056
2017-06-30,2.70亿,300056
2017-01-20,2.51亿,300056
2016-12-31,2.18亿,300056
2016-06-30,2.51亿,300056
2016-03-18,2.18亿,300056
2015-10-14,2.21亿,300056
2015-09-30,1.11亿,300056
2015-07-17,1.15亿,300056
2020-06-30,4.98亿,300057
2019-09-30,4.91亿,300057
2019-05-09,4.12亿,300057
2019-03-28,3.85亿,300057
2019-03-13,3.81亿,300057
2019-02-20,3.64亿,300057
2019-02-18,3.39亿,300057
2019-02-01,2.92亿,300057
2017-06-30,2.94亿,300057
2016-07-18,2.68亿,300057
2015-07-17,2.50亿,300057
2020-06-30,23.01亿,300058
2020-03-27,23.21亿,300058
2020-03-19,21.78亿,300058
2019-10-15,21.53亿,300058
2019-09-30,21.47亿,300058
2019-07-11,21.09亿,300058
2019-05-15,20.81亿,300058
2019-05-08,20.54亿,300058
2019-04-03,19.82亿,300058
2019-04-02,19.69亿,300058
2019-03-25,18.52亿,300058
2019-02-01,16.62亿,300058
2018-05-22,16.29亿,300058
2018-03-30,16.82亿,300058
2017-12-29,15.70亿,300058
2017-06-21,16.00亿,300058
2016-12-31,15.96亿,300058
2016-12-30,14.21亿,300058
2016-04-26,14.39亿,300058
2015-11-19,14.05亿,300058
2015-06-24,13.19亿,300058
2015-05-27,6.60亿,300058
2015-05-20,6.55亿,300058
2020-08-27,71.32亿,300059
2020-08-11,67.49亿,300059
2020-07-10,65.47亿,300059
2020-07-08,65.45亿,300059
2020-05-14,54.54亿,300059
2019-12-31,54.46亿,300059
2019-06-30,54.35亿,300059
2019-05-22,54.85亿,300059
2019-05-15,45.71亿,300059
2019-05-14,44.25亿,300059
2019-03-29,44.04亿,300059
2019-02-01,41.54亿,300059
2018-09-28,41.53亿,300059
2018-05-31,41.34亿,300059
2018-04-11,34.45亿,300059
2017-12-31,34.44亿,300059
2017-06-30,31.88亿,300059
2017-05-24,31.71亿,300059
2017-05-17,34.27亿,300059
2017-05-15,31.80亿,300059
2017-04-12,26.50亿,300059
2016-12-30,26.48亿,300059
2016-12-28,23.70亿,300059
2016-06-30,23.28亿,300059
2016-05-17,23.14亿,300059
2016-04-18,23.24亿,300059
2016-04-12,12.91亿,300059
2015-07-03,12.86亿,300059
2015-03-14,9.19亿,300059
2020-07-08,4.62亿,300061
2020-06-10,4.63亿,300061
2020-04-25,4.92亿,300061
2019-12-31,4.64亿,300061
2019-12-19,4.76亿,300061
2019-11-27,2.75亿,300061
2018-12-31,2.74亿,300061
2018-11-29,2.60亿,300061
2018-07-06,2.00亿,300061
2018-01-15,1.99亿,300061
2017-11-22,1.46亿,300061
2017-03-31,1.45亿,300061
2016-11-22,1.44亿,300061
2016-01-05,1.43亿,300061
2015-05-27,8909.38万,300061
2020-06-30,1.94亿,300062
2019-12-31,1.89亿,300062
2017-05-03,9467.18万,300062
2016-06-30,8267.18万,300062
2015-12-31,7892.18万,300062
2015-07-23,7913.14万,300062
2020-09-03,6.04亿,300063
2020-07-13,6.05亿,300063
2020-07-08,5.98亿,300063
2019-12-31,5.76亿,300063
2019-07-12,5.82亿,300063
2019-03-05,5.56亿,300063
2018-12-31,4.99亿,300063
2018-11-20,4.11亿,300063
2017-08-14,4.10亿,300063
2017-08-09,3.87亿,300063
2017-06-16,1.55亿,300063
2016-11-25,1.38亿,300063
2016-06-30,1.29亿,300063
2015-12-31,1.20亿,300063
2015-11-17,1.19亿,300063
2020-06-24,6.39亿,300064
2018-12-31,6.06亿,300064
2018-06-19,6.76亿,300064
2018-06-14,6.06亿,300064
2020-06-30,3.31亿,300065
2019-11-01,3.33亿,300065
2019-10-29,3.00亿,300065
2019-01-03,2.71亿,300065
2017-06-30,2.74亿,300065
2017-06-15,1.83亿,300065
2016-06-30,1.80亿,300065
2016-01-08,1.81亿,300065
2015-12-31,1.80亿,300065
2015-06-30,1.81亿,300065
2018-12-31,9.96亿,300066
2018-08-16,9.58亿,300066
2017-06-30,9.49亿,300066
2016-06-30,9.38亿,300066
2015-12-31,3.75亿,300066
2015-08-20,3.73亿,300066
2015-04-29,3.72亿,300066
2015-04-09,2.33亿,300066
2020-09-03,6.49亿,300067
2020-01-07,6.48亿,300067
2019-12-09,6.53亿,300067
2019-11-14,6.59亿,300067
2019-08-28,6.60亿,300067
2019-08-21,6.55亿,300067
2019-06-13,6.54亿,300067
2019-05-07,5.04亿,300067
2018-07-13,4.32亿,300067
2017-09-30,4.31亿,300067
2017-09-01,4.26亿,300067
2017-02-23,3.55亿,300067
2016-12-31,3.54亿,300067
2016-12-23,3.52亿,300067
2016-12-12,3.51亿,300067
2016-09-14,3.47亿,300067
2015-12-31,3.44亿,300067
2015-12-28,3.41亿,300067
2015-12-08,3.40亿,300067
2015-06-30,3.41亿,300067
2015-05-07,2.13亿,300067
2015-01-21,1.89亿,300067
2015-01-13,1.87亿,300067
2020-09-07,8.24亿,300068
2020-01-20,8.25亿,300068
2019-12-31,8.27亿,300068
2019-09-04,8.06亿,300068
2019-07-08,7.97亿,300068
2019-07-04,6.22亿,300068
2018-12-31,6.21亿,300068
2018-10-26,6.01亿,300068
2018-06-30,6.00亿,300068
2018-02-14,5.97亿,300068
2018-01-26,5.94亿,300068
2017-12-31,5.93亿,300068
2017-08-29,5.91亿,300068
2017-06-30,5.90亿,300068
2017-05-09,5.83亿,300068
2016-07-22,5.81亿,300068
2016-07-20,4.42亿,300068
2015-12-31,4.37亿,300068
2015-03-24,4.35亿,300068
2015-03-20,4.20亿,300068
2019-12-31,9239.76万,300069
2019-06-30,8419.68万,300069
2017-12-31,9239.76万,300069
2017-06-30,9169.93万,300069
2016-06-30,8423.31万,300069
2015-06-30,8033.31万,300069
2015-04-21,5986.81万,300069
2020-07-09,24.32亿,300070
2020-07-07,24.22亿,300070
2019-12-31,21.81亿,300070
2019-05-16,21.82亿,300070
2019-04-16,21.60亿,300070
2018-07-19,20.16亿,300070
2018-07-17,20.10亿,300070
2018-03-13,20.39亿,300070
2018-01-26,20.36亿,300070
2017-06-30,19.21亿,300070
2017-06-16,18.76亿,300070
2017-06-09,18.68亿,300070
2017-03-31,19.77亿,300070
2016-12-31,19.70亿,300070
2016-08-25,20.09亿,300070
2016-08-22,16.45亿,300070
2016-05-06,6.67亿,300070
2016-02-02,6.64亿,300070
2015-06-11,6.58亿,300070
2020-06-30,6.39亿,300071
2019-06-30,4.84亿,300071
2018-12-31,4.70亿,300071
2018-06-30,4.17亿,300071
2018-03-09,4.82亿,300071
2017-07-13,4.42亿,300071
2017-06-29,4.29亿,300071
2015-06-10,4.25亿,300071
2015-04-28,2.36亿,300071
2015-03-10,2.32亿,300071
2015-02-12,2.22亿,300071
2020-06-30,21.69亿,300072
2019-12-31,21.31亿,300072
2019-06-30,21.42亿,300072
2019-06-20,21.30亿,300072
2019-05-30,21.42亿,300072
2019-05-27,21.30亿,300072
2018-11-14,21.29亿,300072
2018-11-09,21.18亿,300072
2018-10-11,21.06亿,300072
2018-09-28,21.40亿,300072
2018-09-26,18.01亿,300072
2018-07-06,13.85亿,300072
2017-12-31,13.74亿,300072
2017-09-30,13.76亿,300072
2017-09-08,13.70亿,300072
2017-04-19,13.61亿,300072
2017-04-11,9.07亿,300072
2017-03-06,9.06亿,300072
2017-03-01,8.99亿,300072
2016-12-31,8.95亿,300072
2016-06-30,8.93亿,300072
2016-04-19,8.88亿,300072
2016-04-11,5.97亿,300072
2015-04-22,4.59亿,300072
2020-09-15,4.36亿,300073
2020-06-30,4.31亿,300073
2019-09-16,4.30亿,300073
2019-04-17,4.25亿,300073
2019-04-12,3.54亿,300073
2018-06-30,3.33亿,300073
2018-04-11,3.35亿,300073
2017-12-31,3.33亿,300073
2017-09-12,3.27亿,300073
2017-04-18,1.63亿,300073
2015-12-31,1.59亿,300073
2020-09-18,4.88亿,300074
2020-06-30,4.93亿,300074
2020-01-09,4.94亿,300074
2019-12-31,4.88亿,300074
2019-06-30,4.86亿,300074
2019-01-28,4.88亿,300074
2019-01-16,4.86亿,300074
2018-12-31,4.85亿,300074
2018-08-17,4.72亿,300074
2018-05-28,4.70亿,300074
2017-12-31,4.61亿,300074
2017-11-09,3.96亿,300074
2017-09-08,3.94亿,300074
2017-06-30,4.35亿,300074
2017-05-08,4.51亿,300074
2016-08-18,4.35亿,300074
2015-06-30,3.43亿,300074
2015-06-15,3.58亿,300074
2015-06-11,3.49亿,300074
2015-04-22,3.43亿,300074
2020-09-03,3.31亿,300075
2020-06-30,3.30亿,300075
2020-03-06,3.25亿,300075
2020-02-14,3.22亿,300075
2019-12-31,3.30亿,300075
2019-06-30,3.22亿,300075
2019-06-24,3.01亿,300075
2018-12-31,3.00亿,300075
2018-12-11,3.05亿,300075
2018-08-17,2.76亿,300075
2018-05-25,2.74亿,300075
2017-12-31,2.72亿,300075
2017-06-14,2.73亿,300075
2017-05-24,2.70亿,300075
2016-12-31,2.69亿,300075
2016-06-30,2.67亿,300075
2016-05-18,2.49亿,300075
2015-06-30,2.50亿,300075
2015-05-16,1.25亿,300075
2015-04-22,1.23亿,300075
2020-06-30,3.82亿,300076
2019-12-31,3.81亿,300076
2019-06-30,3.70亿,300076
2018-06-30,3.82亿,300076
2017-06-30,3.68亿,300076
2016-06-18,1.84亿,300076
2015-12-31,1.78亿,300076
2015-06-30,1.80亿,300076
2020-06-30,5.45亿,300077
2018-07-26,5.41亿,300077
2017-12-31,5.42亿,300077
2017-05-23,5.38亿,300077
2016-04-01,5.33亿,300077
2016-03-25,2.66亿,300077
2015-07-13,2.60亿,300077
2020-06-30,7.83亿,300078
2020-02-10,7.29亿,300078
2019-02-16,6.36亿,300078
2018-07-18,4.87亿,300078
2018-06-30,4.79亿,300078
2018-01-24,5.17亿,300078
2018-01-22,5.14亿,300078
2017-12-31,4.94亿,300078
2017-02-17,2.74亿,300078
2017-02-16,2.72亿,300078
2016-12-31,2.53亿,300078
2015-12-31,2.78亿,300078
2015-10-19,2.68亿,300078
2015-10-13,1.07亿,300078
2015-06-30,1.17亿,300078
2015-01-29,8082.72万,300078
2015-01-27,7977.25万,300078
2020-06-30,12.67亿,300079
2020-05-29,12.66亿,300079
2020-05-11,12.62亿,300079
2020-05-07,12.37亿,300079
2019-06-30,12.38亿,300079
2019-05-10,12.09亿,300079
2017-06-30,12.08亿,300079
2015-12-31,12.06亿,300079
2015-09-11,6.03亿,300079
2020-06-30,5.02亿,300080
2016-05-10,4.02亿,300080
2015-06-30,3.59亿,300080
2020-06-30,3.68亿,300081
2020-04-27,3.69亿,300081
2019-12-31,3.62亿,300081
2019-12-25,3.21亿,300081
2019-12-23,3.22亿,300081
2019-12-18,3.16亿,300081
2018-04-23,2.45亿,300081
2017-06-30,2.41亿,300081
2017-04-24,2.33亿,300081
2016-12-28,2.29亿,300081
2016-05-09,9166.89万,300081
2015-12-31,9157.25万,300081
2015-06-30,9117.98万,300081
2020-08-20,6.78亿,300082
2020-03-10,6.76亿,300082
2019-07-26,6.75亿,300082
2018-07-24,6.73亿,300082
2017-07-21,6.74亿,300082
2020-07-23,13.07亿,300083
2020-06-30,12.33亿,300083
2019-12-31,12.51亿,300083
2019-01-16,12.49亿,300083
2018-12-19,11.91亿,300083
2018-06-30,11.89亿,300083
2018-03-23,11.91亿,300083
2018-01-11,11.88亿,300083
2017-12-31,11.63亿,300083
2017-12-22,11.89亿,300083
2017-08-16,11.23亿,300083
2017-01-24,11.28亿,300083
2016-12-30,11.30亿,300083
2016-12-28,9.42亿,300083
2016-12-24,9.10亿,300083
2016-06-30,9.11亿,300083
2016-03-18,2.28亿,300083
2016-03-15,2.02亿,300083
2015-01-05,2.01亿,300083
2018-12-31,3.30亿,300084
2018-06-30,3.03亿,300084
2018-01-10,3.10亿,300084
2017-09-04,3.07亿,300084
2017-08-30,2.47亿,300084
2016-12-31,2.50亿,300084
2016-09-01,2.49亿,300084
2015-11-30,2.29亿,300084
2015-06-30,2.23亿,300084
2020-06-30,3.80亿,300085
2018-12-31,4.15亿,300085
2018-07-24,4.14亿,300085
2018-07-20,3.91亿,300085
2017-12-12,3.92亿,300085
2017-12-07,3.52亿,300085
2017-07-17,3.51亿,300085
2016-12-31,3.29亿,300085
2016-09-19,3.28亿,300085
2016-09-13,3.26亿,300085
2015-09-09,2.51亿,300085
2015-09-02,2.49亿,300085
2015-05-06,1.25亿,300085
2020-06-30,4.36亿,300086
2017-06-30,4.37亿,300086
2016-06-30,4.38亿,300086
2015-09-30,4.34亿,300086
2015-06-30,2.89亿,300086
2019-11-19,3.94亿,300087
2019-06-30,3.49亿,300087
2018-06-30,3.52亿,300087
2018-06-28,3.53亿,300087
2017-12-31,3.45亿,300087
2017-09-30,3.46亿,300087
2017-07-17,3.45亿,300087
2017-06-30,2.66亿,300087
2016-12-31,2.59亿,300087
2016-06-30,2.65亿,300087
2015-12-31,2.55亿,300087
2015-06-30,2.53亿,300087
2015-05-14,2.41亿,300087
2015-05-08,1.21亿,300087
2020-06-30,24.09亿,300088
2019-12-31,23.95亿,300088
2019-09-30,22.70亿,300088
2019-09-20,22.57亿,300088
2018-12-31,22.58亿,300088
2018-06-30,22.62亿,300088
2017-12-31,22.63亿,300088
2017-10-17,22.57亿,300088
2017-10-12,21.92亿,300088
2017-09-28,21.99亿,300088
2017-09-22,10.99亿,300088
2016-04-11,11.01亿,300088
2015-12-31,9.75亿,300088
2015-09-12,4.87亿,300088
2015-06-30,4.88亿,300088
2015-01-31,4.82亿,300088
2020-06-30,2.82亿,300089
2019-06-30,2.78亿,300089
2018-12-31,2.77亿,300089
2018-06-30,2.86亿,300089
2018-04-25,2.66亿,300089
2017-09-01,2.68亿,300089
2017-06-30,2.61亿,300089
2016-12-31,2.63亿,300089
2016-09-28,2.49亿,300089
2016-08-31,2.16亿,300089
2016-05-16,8651.86万,300089
2015-06-30,8650.83万,300089
2020-06-30,9.88亿,300091
2020-05-13,9.60亿,300091
2020-02-20,9.00亿,300091
2019-12-31,8.30亿,300091
2019-07-17,7.73亿,300091
2019-02-22,10.56亿,300091
2018-12-31,7.73亿,300091
2018-08-28,4.07亿,300091
2018-08-27,3.74亿,300091
2018-07-17,3.75亿,300091
2018-06-30,3.74亿,300091
2017-12-31,3.55亿,300091
2017-08-25,3.60亿,300091
2016-05-30,3.61亿,300091
2016-05-20,1.44亿,300091
2015-06-30,1.45亿,300091
2020-06-30,1.67亿,300092
2017-01-12,1.64亿,300092
2016-08-23,1.61亿,300092
2015-12-31,1.52亿,300092
2015-05-16,6080.09万,300092
2020-06-30,1.92亿,300093
2019-12-31,1.98亿,300093
2018-12-31,2.16亿,300093
2018-10-12,2.15亿,300093
2016-12-31,1.94亿,300093
2016-06-30,2.15亿,300093
2020-06-30,8.75亿,300094
2020-02-20,7.49亿,300094
2019-05-21,7.48亿,300094
2018-06-30,7.46亿,300094
2018-05-12,7.45亿,300094
2017-06-30,7.46亿,300094
2016-07-07,3.39亿,300094
2020-06-30,2.76亿,300095
2019-12-31,2.70亿,300095
2019-05-20,2.75亿,300095
2019-05-15,2.48亿,300095
2019-02-28,2.55亿,300095
2018-12-31,2.33亿,300095
2018-06-30,2.40亿,300095
2017-12-31,2.28亿,300095
2017-03-31,2.36亿,300095
2016-12-31,2.35亿,300095
2016-09-09,2.34亿,300095
2016-09-07,2.32亿,300095
2015-12-31,2.30亿,300095
2015-09-08,2.29亿,300095
2020-06-30,3.77亿,300096
2017-06-30,3.86亿,300096
2016-06-30,3.73亿,300096
2015-06-30,4.14亿,300096
2020-06-30,2.17亿,300097
2019-12-31,2.02亿,300097
2018-08-22,1.75亿,300097
2018-08-20,1.55亿,300097
2018-06-30,1.35亿,300097
2017-12-31,1.55亿,300097
2017-08-21,1.54亿,300097
2017-05-11,8580.46万,300097
2017-02-27,8592.97万,300097
2017-02-23,8293.33万,300097
2016-06-30,8292.33万,300097
2016-05-23,8246.94万,300097
2016-05-20,8114.95万,300097
2015-12-31,7964.95万,300097
2015-12-17,7992.23万,300097
2015-02-14,7981.67万,300097
2020-06-30,13.70亿,300098
2019-12-31,13.19亿,300098
2019-09-24,13.20亿,300098
2019-05-09,13.08亿,300098
2019-03-22,13.06亿,300098
2019-01-07,13.02亿,300098
2019-01-03,12.64亿,300098
2018-12-18,12.08亿,300098
2018-11-20,10.34亿,300098
2018-11-08,8.86亿,300098
2018-05-15,5.92亿,300098
2018-05-10,5.84亿,300098
2018-05-09,5.83亿,300098
2018-01-05,5.50亿,300098
2017-12-22,5.92亿,300098
2017-11-22,5.67亿,300098
2017-08-03,5.62亿,300098
2017-05-19,5.67亿,300098
2016-11-18,5.46亿,300098
2016-11-17,4.80亿,300098
2016-06-02,4.72亿,300098
2015-12-31,4.71亿,300098
2015-10-17,1.96亿,300098
2015-06-30,1.97亿,300098
