变动日期,变动后流通A股(股),code
2019-06-30,171.70亿,000001
2018-05-18,169.18亿,000001
2016-06-30,146.31亿,000001
2016-05-23,121.93亿,000001
2016-05-20,118.04亿,000001
2020-06-30,97.14亿,000002
2020-06-11,97.15亿,000002
2017-06-30,97.09亿,000002
2016-06-30,97.08亿,000002
2016-01-13,97.18亿,000002
2015-12-31,97.21亿,000002
2015-11-30,97.20亿,000002
2015-09-30,97.19亿,000002
2015-07-31,97.18亿,000002
2015-05-31,97.16亿,000002
2015-03-31,97.15亿,000002
2015-01-31,97.10亿,000002
2020-06-30,8391.87万,000004
2020-01-13,8392.07万,000004
2019-06-30,8260.46万,000004
2018-12-31,8293.36万,000004
2018-02-07,8301.32万,000004
2017-12-31,8296.37万,000004
2016-06-30,8296.14万,000004
2015-12-31,8296.19万,000004
2019-01-02,10.58亿,000005
2017-01-03,9.51亿,000005
2015-12-31,9.14亿,000005
2019-06-30,13.48亿,000006
2017-06-30,13.45亿,000006
2015-12-31,13.40亿,000006
2015-06-30,13.41亿,000006
2020-06-30,3.09亿,000007
2016-06-30,2.06亿,000007
2020-06-30,26.65亿,000008
2019-12-31,26.28亿,000008
2019-06-30,25.94亿,000008
2019-03-29,25.87亿,000008
2019-03-21,25.99亿,000008
2019-01-08,25.58亿,000008
2018-12-31,25.57亿,000008
2018-10-15,25.43亿,000008
2018-10-12,25.40亿,000008
2018-03-21,25.58亿,000008
2018-03-17,25.37亿,000008
2018-02-28,26.39亿,000008
2018-02-27,19.98亿,000008
2017-12-31,20.09亿,000008
2017-12-28,20.11亿,000008
2017-12-26,19.91亿,000008
2017-10-24,19.89亿,000008
2017-07-07,20.04亿,000008
2017-06-30,19.99亿,000008
2017-03-21,20.10亿,000008
2017-03-17,19.83亿,000008
2017-02-06,19.95亿,000008
2017-01-25,14.98亿,000008
2016-12-28,14.95亿,000008
2016-03-21,14.98亿,000008
2016-02-05,13.21亿,000008
2016-01-08,13.20亿,000008
2016-01-07,6.40亿,000008
2015-09-24,6.41亿,000008
2015-09-18,2.14亿,000008
2015-03-06,1.47亿,000008
2020-08-21,25.52亿,000009
2020-08-20,25.44亿,000009
2019-06-30,21.20亿,000009
2016-07-08,15.70亿,000009
2016-07-07,15.55亿,000009
2016-03-03,14.90亿,000009
2019-12-31,5.22亿,000010
2016-12-31,4.08亿,000010
2020-04-30,5.26亿,000011
2017-06-30,1.76亿,000011
2020-06-16,19.57亿,000012
2019-12-31,19.58亿,000012
2019-09-21,19.54亿,000012
2019-06-18,17.76亿,000012
2018-12-31,17.77亿,000012
2018-12-21,17.75亿,000012
2018-12-19,17.36亿,000012
2017-12-25,15.09亿,000012
2017-06-30,13.13亿,000012
2016-12-31,13.00亿,000012
2016-06-30,13.04亿,000012
2015-06-30,13.03亿,000012
2017-06-30,15.97亿,000016
2016-02-27,12.00亿,000016
2015-06-30,6.00亿,000016
2018-06-30,3.03亿,000017
2020-06-30,4.16亿,000019
2016-12-31,3.78亿,000019
2015-12-31,2.52亿,000019
2020-06-30,1.81亿,000020
2020-06-30,14.69亿,000021
2016-12-31,14.70亿,000021
2019-05-20,3.93亿,000025
2018-04-19,2.71亿,000025
2016-08-15,1.94亿,000025
2015-03-27,1.79亿,000025
2020-09-14,3.57亿,000026
2016-01-14,3.11亿,000026
2020-06-11,47.57亿,000027
2016-02-25,39.64亿,000027
2015-06-25,14.38亿,000027
2020-06-30,3.68亿,000028
2020-01-03,3.08亿,000028
2017-01-04,2.33亿,000028
2019-06-30,17.60亿,000030
2018-12-31,17.57亿,000030
2018-09-30,17.51亿,000030
2018-06-30,12.50亿,000030
2017-06-30,12.52亿,000030
2016-12-31,12.46亿,000030
2016-03-30,12.47亿,000030
2016-03-29,5.62亿,000030
2015-12-31,5.61亿,000030
2020-06-30,18.14亿,000031
2020-06-30,4.11亿,000032
2018-12-27,2.79亿,000032
2015-12-31,2.33亿,000032
2020-08-28,4.96亿,000034
2020-07-20,4.92亿,000034
2020-07-08,4.91亿,000034
2019-12-31,4.81亿,000034
2019-07-05,4.85亿,000034
2019-06-30,4.89亿,000034
2019-03-06,4.05亿,000034
2019-03-05,3.58亿,000034
2016-08-29,3.40亿,000034
2020-06-30,23.68亿,000035
2020-01-22,12.81亿,000035
2018-07-26,11.68亿,000035
2017-05-31,12.39亿,000035
2017-05-26,8.12亿,000035
2016-05-21,4.06亿,000035
2015-09-25,4.04亿,000035
2015-09-22,3.51亿,000035
2015-06-03,3.54亿,000035
2015-06-02,1.89亿,000035
2020-06-30,14.79亿,000036
2019-06-30,14.75亿,000036
2019-06-24,11.35亿,000036
2018-07-05,11.36亿,000036
2018-06-15,11.33亿,000036
2017-12-31,11.35亿,000036
2017-05-23,11.28亿,000036
2016-07-12,11.29亿,000036
2016-07-05,11.24亿,000036
2019-12-31,3.39亿,000037
2020-06-30,2.38亿,000038
2019-12-31,2.32亿,000038
2019-11-08,2.29亿,000038
2019-06-30,2.10亿,000038
2019-03-15,1.95亿,000038
2019-03-14,1.78亿,000038
2018-07-17,1.80亿,000038
2018-07-14,1.06亿,000038
2018-06-05,1.18亿,000038
2018-04-10,9732.26万,000038
2018-04-09,8052.92万,000038
2017-12-31,7884.70万,000038
2017-07-06,7887.90万,000038
2017-07-03,4929.94万,000038
2017-06-30,4927.94万,000038
2017-05-12,4927.92万,000038
2017-03-02,4826.77万,000038
2017-02-28,4651.97万,000038
2017-02-15,5216.73万,000038
2016-12-31,3773.12万,000038
2016-06-30,3773.14万,000038
2020-07-31,15.26亿,000039
2020-03-31,15.25亿,000039
2019-12-31,15.24亿,000039
2019-11-30,15.23亿,000039
2019-09-30,15.22亿,000039
2019-05-31,12.68亿,000039
2018-06-30,12.67亿,000039
2018-05-31,12.68亿,000039
2018-01-22,12.67亿,000039
2017-12-31,12.66亿,000039
2017-11-30,12.65亿,000039
2017-09-30,12.64亿,000039
2017-07-31,12.63亿,000039
2017-05-31,12.62亿,000039
2017-01-26,12.61亿,000039
2015-12-31,12.60亿,000039
2015-10-30,12.59亿,000039
2015-07-31,12.58亿,000039
2015-06-30,12.56亿,000039
2019-06-30,10.60亿,000040
2017-06-13,4.67亿,000040
2016-12-31,4.65亿,000040
2020-06-30,6.62亿,000042
2018-12-26,4.85亿,000042
2017-06-30,4.88亿,000042
2016-12-31,4.85亿,000042
2016-09-13,4.79亿,000042
2020-06-30,4.57亿,000045
2020-06-30,51.70亿,000046
2019-12-31,51.75亿,000046
2019-01-30,50.79亿,000046
2018-06-30,50.93亿,000046
2017-12-31,50.95亿,000046
2017-06-30,50.92亿,000046
2017-02-10,50.93亿,000046
2016-06-30,45.50亿,000046
2015-12-31,45.49亿,000046
2020-06-30,4.02亿,000048
2019-06-30,3.91亿,000048
2018-12-31,3.84亿,000048
2017-09-14,3.85亿,000048
2017-09-12,3.82亿,000048
2015-06-30,3.86亿,000048
2015-06-01,3.87亿,000048
2019-12-31,2.05亿,000049
2020-09-10,18.29亿,000050
2019-02-13,18.20亿,000050
2018-12-31,14.01亿,000050
2017-06-30,12.12亿,000050
2016-12-31,9.43亿,000050
2015-09-14,8.22亿,000050
2015-09-11,5.74亿,000050
2020-05-20,6.78亿,000055
2017-06-30,6.30亿,000055
2016-07-29,4.20亿,000055
2020-01-03,9.04亿,000056
2018-09-05,2.86亿,000056
2015-09-09,1.43亿,000056
2020-06-30,5.38亿,000058
2020-06-30,15.99亿,000059
2017-12-28,14.00亿,000059
2016-01-07,12.01亿,000059
2020-06-30,35.68亿,000060
2018-07-02,33.17亿,000060
2018-05-09,22.12亿,000060
2017-07-03,22.11亿,000060
2016-12-31,22.12亿,000060
2016-06-30,22.11亿,000060
2015-12-31,20.62亿,000060
2015-06-30,20.61亿,000060
2015-03-18,20.62亿,000060
2020-06-30,16.95亿,000061
2017-06-30,16.90亿,000061
2016-12-31,16.92亿,000061
2016-01-22,16.08亿,000061
2020-06-30,10.45亿,000062
2019-04-29,7.20亿,000062
2018-11-12,7.06亿,000062
2016-12-31,6.67亿,000062
2020-07-31,34.76亿,000063
2020-04-30,34.75亿,000063
2020-02-03,34.72亿,000063
2019-12-27,34.69亿,000063
2019-11-30,34.68亿,000063
2019-09-30,34.67亿,000063
2019-07-31,34.59亿,000063
2019-06-30,34.34亿,000063
2017-09-30,34.32亿,000063
2017-06-30,34.29亿,000063
2016-12-31,34.24亿,000063
2016-09-30,33.95亿,000063
2016-07-14,33.92亿,000063
2016-06-30,33.90亿,000063
2016-02-29,33.91亿,000063
2016-01-31,33.90亿,000063
2016-01-05,33.89亿,000063
2015-12-31,33.86亿,000063
2015-12-24,33.88亿,000063
2015-07-17,33.62亿,000063
2015-06-30,28.02亿,000063
2020-06-30,6.73亿,000065
2018-06-15,6.29亿,000065
2018-06-01,6.12亿,000065
2017-12-28,4.08亿,000065
2017-06-30,4.01亿,000065
2016-06-15,2.67亿,000065
2015-12-31,2.53亿,000065
2020-08-07,29.28亿,000066
2020-08-04,24.91亿,000066
2018-06-30,10.07亿,000068
2018-01-22,8.97亿,000068
2020-07-08,70.37亿,000069
2020-03-21,70.35亿,000069
2020-01-23,70.36亿,000069
2020-01-22,70.17亿,000069
2019-01-07,69.98亿,000069
2018-12-31,61.46亿,000069
2018-06-30,61.44亿,000069
2018-01-30,61.47亿,000069
2017-10-30,61.44亿,000069
2017-06-30,61.24亿,000069
2016-06-30,61.22亿,000069
2016-02-04,61.19亿,000069
2016-02-03,32.76亿,000069
2015-11-09,31.12亿,000069
2020-08-06,7.95亿,000070
2019-12-31,7.94亿,000070
2019-09-30,7.92亿,000070
2019-09-29,7.78亿,000070
2019-05-16,7.31亿,000070
2019-04-29,6.09亿,000070
2019-04-26,6.00亿,000070
2018-12-19,5.42亿,000070
2017-06-01,2.71亿,000070
2016-06-29,2.59亿,000070
2020-06-30,26.21亿,000078
2019-12-31,26.22亿,000078
2019-02-21,18.57亿,000078
2017-06-19,18.55亿,000078
2017-06-12,18.56亿,000078
2016-11-10,18.44亿,000078
2016-07-18,18.40亿,000078
2016-07-05,18.46亿,000078
2016-06-22,18.25亿,000078
2016-05-21,7.30亿,000078
2015-06-24,7.31亿,000078
2020-09-03,22.49亿,000088
2020-08-19,19.42亿,000088
2015-12-31,20.51亿,000089
2015-05-25,19.94亿,000089
2015-03-31,16.92亿,000089
2020-06-30,18.68亿,000090
2019-06-14,14.37亿,000090
2018-12-12,9.28亿,000090
2016-06-17,7.74亿,000090
2015-12-14,5.53亿,000090
2020-06-30,6.06亿,000099
2020-07-24,126.60亿,000100
2020-03-30,126.62亿,000100
2019-12-31,126.61亿,000100
2019-10-29,127.84亿,000100
2019-06-30,126.60亿,000100
2019-06-26,126.94亿,000100
2019-06-25,126.98亿,000100
2019-05-31,127.05亿,000100
2019-05-30,126.98亿,000100
2019-05-22,127.84亿,000100
2019-01-04,127.88亿,000100
2018-12-31,117.24亿,000100
2018-06-30,117.28亿,000100
2018-02-26,117.29亿,000100
2018-02-14,90.01亿,000100
2016-02-01,89.94亿,000100
2016-01-29,89.97亿,000100
2015-06-30,89.95亿,000100
2015-05-07,89.78亿,000100
2015-05-05,81.85亿,000100
2015-02-26,81.77亿,000100
2019-05-28,8.06亿,000150
2018-10-17,5.76亿,000150
2018-07-16,5.26亿,000150
2018-05-30,3.75亿,000150
2016-07-06,3.54亿,000150
2016-03-21,3.32亿,000150
2015-03-20,3.24亿,000150
2019-01-04,3.12亿,000153
2019-07-19,12.70亿,000155
2017-01-17,9.37亿,000155
2016-12-14,12.70亿,000155
2018-05-21,12.80亿,000156
2016-06-30,9.94亿,000156
2015-10-19,5.47亿,000156
2015-05-12,1.18亿,000156
2020-09-18,64.49亿,000157
2020-08-31,64.52亿,000157
2020-07-31,64.51亿,000157
2020-07-21,64.37亿,000157
2020-06-30,64.36亿,000157
2020-06-08,64.34亿,000157
2020-01-16,64.17亿,000157
2020-01-15,63.72亿,000157
2020-01-07,63.66亿,000157
2019-11-30,63.54亿,000157
2019-11-18,63.51亿,000157
2019-11-08,63.42亿,000157
2019-10-31,63.36亿,000157
2019-09-11,63.20亿,000157
2019-07-26,63.25亿,000157
2019-07-19,63.14亿,000157
2019-06-30,63.13亿,000157
2019-06-20,63.04亿,000157
2019-05-31,62.99亿,000157
2019-05-20,62.95亿,000157
2019-04-30,62.94亿,000157
2019-03-31,62.83亿,000157
2018-12-31,62.88亿,000157
2018-12-07,62.92亿,000157
2018-11-29,62.26亿,000157
2017-12-28,62.25亿,000157
2016-12-31,62.64亿,000157
2016-06-30,62.66亿,000157
2015-12-31,62.64亿,000157
2015-11-10,62.62亿,000157
2020-06-30,15.73亿,000158
2019-12-11,15.70亿,000158
2019-11-29,16.24亿,000158
2018-07-23,14.79亿,000158
2018-07-09,10.15亿,000158
2017-07-12,7.81亿,000158
2017-06-02,7.66亿,000158
2016-06-04,7.19亿,000158
2019-01-23,4.81亿,000159
2020-07-31,225.36亿,000166
2019-06-30,225.34亿,000166
2018-12-31,200.28亿,000166
2018-01-29,74.10亿,000166
2017-06-30,73.51亿,000166
2017-05-05,73.53亿,000166
2017-04-13,72.14亿,000166
2017-04-11,71.81亿,000166
2017-02-16,71.85亿,000166
2016-12-31,71.73亿,000166
2016-09-22,71.99亿,000166
2016-09-20,71.86亿,000166
2016-06-30,53.23亿,000166
2016-01-26,52.30亿,000166
2015-12-31,32.78亿,000166
2015-01-26,32.55亿,000166
2020-09-03,12.61亿,000301
2020-07-14,12.18亿,000301
2020-08-28,68.40亿,000333
2020-07-31,68.39亿,000333
2020-07-14,68.34亿,000333
2020-07-10,68.67亿,000333
2020-07-01,68.58亿,000333
2020-06-23,68.51亿,000333
2020-06-22,68.47亿,000333
2020-06-17,68.41亿,000333
2020-06-04,68.39亿,000333
2020-03-10,68.25亿,000333
2020-02-19,68.23亿,000333
2020-02-11,68.22亿,000333
2020-01-09,68.11亿,000333
2019-12-31,68.06亿,000333
2019-07-23,67.85亿,000333
2019-07-22,67.84亿,000333
2019-07-10,67.77亿,000333
2019-07-09,68.05亿,000333
2019-06-30,68.02亿,000333
2019-06-28,68.01亿,000333
2019-06-27,67.95亿,000333
2019-06-21,67.87亿,000333
2019-06-19,64.66亿,000333
2019-05-10,64.63亿,000333
2019-04-03,64.50亿,000333
2019-02-21,64.43亿,000333
2019-02-20,64.33亿,000333
2019-01-31,64.32亿,000333
2019-01-18,64.29亿,000333
2019-01-17,64.28亿,000333
2019-01-10,64.21亿,000333
2018-12-31,65.16亿,000333
2018-12-27,65.15亿,000333
2018-07-30,64.80亿,000333
2018-06-27,63.93亿,000333
2018-06-21,63.84亿,000333
2018-05-31,63.80亿,000333
2018-05-30,63.72亿,000333
2018-03-02,63.67亿,000333
2018-02-07,63.61亿,000333
2018-01-26,63.58亿,000333
2018-01-23,63.57亿,000333
2018-01-18,63.56亿,000333
2018-01-17,63.55亿,000333
2018-01-16,63.54亿,000333
2017-12-31,63.49亿,000333
2017-09-30,63.37亿,000333
2017-06-30,63.08亿,000333
2017-06-16,62.78亿,000333
2017-03-31,61.87亿,000333
2016-12-31,61.80亿,000333
2016-09-19,61.50亿,000333
2016-06-30,33.85亿,000333
2016-05-06,33.62亿,000333
2016-04-29,22.41亿,000333
2015-12-31,22.40亿,000333
2015-08-06,22.39亿,000333
2015-07-31,22.69亿,000333
2015-06-25,22.64亿,000333
2020-06-30,42.44亿,000338
2019-12-31,42.45亿,000338
2019-01-07,42.44亿,000338
2018-12-31,43.07亿,000338
2018-06-30,43.10亿,000338
2017-12-31,43.15亿,000338
2017-07-21,43.19亿,000338
2017-06-30,21.59亿,000338
2016-05-20,22.06亿,000338
2015-08-20,20.92亿,000338
2019-12-31,10.08亿,000400
2017-04-07,7.37亿,000400
2015-06-17,5.95亿,000400
2020-06-30,13.47亿,000401
2020-06-30,29.88亿,000402
2017-06-30,29.87亿,000402
2016-12-31,29.88亿,000402
2016-06-30,29.87亿,000402
2020-07-27,4.87亿,000403
2020-06-12,2.71亿,000403
2018-12-31,2.65亿,000403
2017-11-14,2.63亿,000403
2017-11-13,2.01亿,000403
2017-07-06,2.00亿,000403
2017-04-13,1.88亿,000403
2016-09-26,1.87亿,000403
2016-01-28,1.82亿,000403
2020-06-30,6.94亿,000404
2019-06-30,6.95亿,000404
2018-06-30,6.93亿,000404
2017-06-12,6.96亿,000404
2017-05-31,5.60亿,000404
2016-12-31,5.58亿,000404
2016-02-27,4.94亿,000404
2019-04-29,8.76亿,000407
2018-12-31,7.70亿,000407
2018-06-30,7.46亿,000407
2017-12-08,7.38亿,000407
2017-11-13,7.06亿,000407
2017-11-10,6.66亿,000407
2016-04-19,6.61亿,000407
2015-11-13,6.45亿,000407
2020-06-30,4.73亿,000408
2019-11-12,4.64亿,000408
2019-08-21,4.47亿,000408
2017-08-02,3.13亿,000408
2017-06-30,2.52亿,000408
2020-06-30,4.06亿,000409
2018-09-28,4.05亿,000409
2018-08-03,3.96亿,000409
2016-12-31,3.58亿,000409
2015-03-23,2.98亿,000409
2020-06-30,16.81亿,000410
2019-12-04,7.62亿,000410
2018-06-30,7.40亿,000410
2015-04-27,7.39亿,000410
2019-12-31,2.07亿,000411
2015-09-17,2.04亿,000411
2020-06-30,48.64亿,000413
2018-12-19,46.88亿,000413
2017-12-28,40.95亿,000413
2017-06-30,29.90亿,000413
2016-12-19,29.89亿,000413
2016-12-16,24.10亿,000413
2016-11-07,24.09亿,000413
2016-01-26,20.19亿,000413
2019-06-30,35.47亿,000415
2018-06-30,35.48亿,000415
2018-04-12,31.15亿,000415
2016-01-07,31.16亿,000415
2015-06-02,15.58亿,000415
2015-04-29,12.69亿,000415
2018-06-30,5.32亿,000416
2017-12-31,7.79亿,000417
2020-04-02,19.70亿,000420
2020-03-31,18.50亿,000420
2019-05-15,16.63亿,000420
2017-06-30,9.87亿,000420
2016-12-31,6.37亿,000420
2016-09-29,3.18亿,000420
2018-03-07,5.73亿,000421
2016-03-04,3.92亿,000421
2015-12-31,3.52亿,000421
2017-06-30,8.98亿,000422
2015-06-30,8.74亿,000422
2019-06-30,6.54亿,000423
2019-12-31,69.95亿,000425
2019-12-21,69.94亿,000425
2016-02-05,70.70亿,000425
2015-06-30,23.57亿,000425
2015-01-28,22.69亿,000425
2015-01-27,22.04亿,000425
2020-06-16,14.75亿,000426
2020-05-12,14.64亿,000426
2020-05-08,14.61亿,000426
2019-12-24,12.99亿,000426
2018-12-31,13.30亿,000426
2017-06-30,11.48亿,000426
2016-12-26,9.63亿,000426
2015-06-30,4.82亿,000426
2015-03-13,4.61亿,000426
2020-06-30,10.19亿,000428
2018-11-16,7.19亿,000428
2020-06-30,13.03亿,000429
2019-07-09,4.69亿,000429
2018-07-23,3.32亿,000430
2017-12-08,2.58亿,000430
2017-12-07,2.09亿,000430
2020-07-15,16.59亿,000488
2019-06-30,16.57亿,000488
2018-12-31,16.58亿,000488
2018-06-30,11.05亿,000488
2017-06-30,11.06亿,000488
2016-06-30,11.05亿,000488
2020-06-30,11.20亿,000498
2019-04-09,4.41亿,000498
2020-06-30,7.68亿,000501
2019-04-29,7.69亿,000501
2019-04-08,7.59亿,000501
2019-04-03,6.77亿,000501
2018-05-15,6.78亿,000501
2018-05-11,6.69亿,000501
2017-11-21,6.68亿,000501
2017-05-23,5.14亿,000501
2017-05-03,5.07亿,000501
2019-12-31,1.83亿,000502
2016-05-06,8.99亿,000503
2016-01-08,3.11亿,000504
2015-12-31,3.10亿,000504
2020-06-04,4.06亿,000505
2018-06-30,3.60亿,000505
2017-01-09,9.29亿,000506
2016-12-31,9.28亿,000506
2020-05-18,8.41亿,000507
2019-05-15,7.72亿,000507
2020-06-30,8.25亿,000509
2016-03-01,6.26亿,000509
2015-12-31,6.05亿,000509
2015-06-30,6.06亿,000509
2017-12-31,5.49亿,000510
2016-12-31,5.63亿,000510
2015-06-30,6.09亿,000510
2020-09-29,6.03亿,000513
2020-07-02,6.01亿,000513
2020-05-29,5.99亿,000513
2020-05-14,5.98亿,000513
2020-03-06,5.96亿,000513
2019-12-31,5.95亿,000513
2019-07-03,5.96亿,000513
2019-06-30,4.58亿,000513
2018-06-22,4.59亿,000513
2018-06-11,3.53亿,000513
2018-05-15,3.52亿,000513
2018-01-02,3.48亿,000513
2017-07-07,3.10亿,000513
2017-06-30,2.39亿,000513
2017-02-08,2.36亿,000513
2016-09-19,2.35亿,000513
2015-12-31,2.31亿,000513
2015-06-30,1.78亿,000513
2016-06-30,8.44亿,000514
2020-06-30,19.29亿,000516
2018-06-30,19.33亿,000516
2016-05-19,19.35亿,000516
2016-05-11,7.74亿,000516
2016-05-07,6.99亿,000516
2015-06-30,7.04亿,000516
2019-12-31,24.73亿,000517
2019-06-30,30.36亿,000517
2015-12-31,30.35亿,000517
2015-09-02,10.12亿,000517
2015-05-07,10.61亿,000517
2015-05-06,10.51亿,000517
2015-04-16,2.23亿,000517
2020-02-26,13.91亿,000519
2019-06-30,9.33亿,000519
2019-05-15,7.33亿,000519
2018-06-30,7.35亿,000519
2017-01-25,5.83亿,000519
2016-06-30,4.96亿,000519
2015-07-02,4.58亿,000519
2015-01-28,10.12亿,000520
2020-06-30,8.73亿,000521
2019-12-31,8.72亿,000521
2019-06-30,8.02亿,000521
2018-12-31,8.03亿,000521
2017-12-31,8.02亿,000521
2017-10-13,5.91亿,000521
2017-06-30,5.92亿,000521
2015-07-31,5.93亿,000521
2015-07-29,5.91亿,000521
2020-06-30,6.27亿,000523
2019-01-25,5.35亿,000523
2017-06-30,4.46亿,000523
2015-12-31,4.45亿,000523
2020-06-30,6.70亿,000524
2020-06-17,5.35亿,000524
2020-05-29,2.72亿,000524
2018-03-23,2.70亿,000524
2020-06-30,5.75亿,000525
2020-03-05,5.74亿,000525
2019-01-29,5.01亿,000525
2016-02-02,5.07亿,000525
2019-12-31,14.63亿,000528
2018-10-19,11.25亿,000528
2017-05-10,5.70亿,000529
2016-12-31,5.67亿,000529
2020-06-30,5.99亿,000530
2019-02-25,5.98亿,000530
2018-05-30,5.99亿,000530
2018-05-11,5.93亿,000530
2017-12-15,5.88亿,000530
2017-06-20,5.90亿,000530
2017-06-12,5.08亿,000530
2017-05-23,3.63亿,000530
2016-12-06,3.57亿,000530
2016-06-30,3.28亿,000530
2016-04-26,2.18亿,000530
2016-04-22,2.19亿,000530
2016-04-19,2.16亿,000530
2018-12-31,6.85亿,000531
2020-05-29,3.44亿,000532
2019-12-31,3.43亿,000532
2015-06-30,6.85亿,000533
2019-12-31,4.92亿,000534
2019-06-30,4.91亿,000534
2015-01-23,2.13亿,000534
2020-06-30,27.63亿,000536
2019-10-08,20.03亿,000536
2017-06-30,12.43亿,000536
2016-12-31,7.77亿,000536
2016-03-14,2.51亿,000536
2018-10-30,5.13亿,000537
2017-12-31,4.06亿,000537
2017-10-27,5.13亿,000537
2020-03-20,6.02亿,000538
2019-07-02,6.09亿,000538
2015-12-31,10.41亿,000538
2018-06-30,25.54亿,000539
2015-05-25,21.28亿,000539
2020-06-30,69.68亿,000540
2019-12-31,69.73亿,000540
2019-12-03,69.57亿,000540
2019-11-30,65.01亿,000540
2018-12-31,65.06亿,000540
2018-04-20,43.37亿,000540
2018-04-18,43.24亿,000540
2017-10-16,39.51亿,000540
2017-09-18,39.48亿,000540
2017-04-12,39.47亿,000540
2017-02-14,39.46亿,000540
2017-02-10,39.32亿,000540
2016-09-21,39.25亿,000540
2016-08-25,39.22亿,000540
2016-01-14,39.20亿,000540
2015-12-15,32.26亿,000540
2015-11-09,32.16亿,000540
2015-11-06,32.13亿,000540
2015-06-30,32.14亿,000540
2015-04-01,32.13亿,000540
2015-03-25,12.85亿,000540
2020-06-30,10.72亿,000541
2020-01-02,10.73亿,000541
2019-12-31,10.72亿,000541
2018-05-04,9.75亿,000541
2015-06-05,7.50亿,000541
2019-07-11,17.90亿,000543
2015-11-20,17.43亿,000543
2019-09-09,9.75亿,000544
2018-05-29,5.22亿,000544
2017-09-29,3.48亿,000544
2016-09-23,2.69亿,000544
2016-08-26,9.59亿,000545
2016-08-11,9.56亿,000545
2015-11-18,5.96亿,000545
2015-08-27,4.07亿,000545
2015-06-30,2.03亿,000545
2020-08-28,6.88亿,000546
2020-08-25,6.65亿,000546
2019-12-31,6.59亿,000546
2019-06-30,6.68亿,000546
2018-08-23,6.61亿,000546
2018-08-22,5.65亿,000546
2018-06-30,5.66亿,000546
2018-04-24,5.73亿,000546
2018-04-19,5.72亿,000546
2017-12-31,5.64亿,000546
2017-12-08,3.01亿,000546
2017-06-19,3.31亿,000546
2017-06-16,2.75亿,000546
2016-07-29,2.74亿,000546
2015-10-14,1.66亿,000546
2015-06-09,1.69亿,000546
2020-08-07,12.05亿,000547
2019-12-31,11.52亿,000547
2019-06-30,11.02亿,000547
2019-01-10,11.09亿,000547
2019-01-02,9.71亿,000547
2017-12-31,9.66亿,000547
2017-07-11,10.15亿,000547
2016-07-28,9.01亿,000547
2016-06-30,8.35亿,000547
2019-12-31,4.99亿,000548
2020-06-30,5.18亿,000550
2017-10-30,5.17亿,000550
2019-05-24,22.84亿,000552
2016-05-12,15.57亿,000552
2016-02-15,7.79亿,000552
2015-06-30,3.54亿,000552
2020-08-03,21.77亿,000553
2020-07-13,4.69亿,000553
2018-12-31,3.64亿,000553
2018-06-30,2.44亿,000553
2018-01-16,3.64亿,000553
2017-12-31,2.44亿,000553
2017-12-22,3.64亿,000553
2020-06-30,3.63亿,000554
2020-08-27,9.56亿,000555
2020-05-11,9.63亿,000555
2020-05-08,9.41亿,000555
2019-06-30,9.35亿,000555
2018-04-25,9.41亿,000555
2018-04-21,9.15亿,000555
2017-10-17,8.89亿,000555
2017-06-30,8.86亿,000555
2016-12-31,2.58亿,000555
2016-01-22,2.55亿,000555
2016-01-06,2.41亿,000555
2015-09-22,2.34亿,000555
2015-02-12,1.17亿,000555
2015-01-13,9062.77万,000555
2019-12-06,14.58亿,000557
2016-02-01,5.85亿,000557
2015-06-11,6.68亿,000557
2020-06-30,12.88亿,000558
2017-09-28,11.47亿,000558
2017-05-26,7.65亿,000558
2016-12-31,7.64亿,000558
2015-12-31,7.65亿,000558
2015-09-24,6.30亿,000558
2020-06-30,27.53亿,000559
2017-06-30,27.48亿,000559
2016-12-31,22.90亿,000559
2020-06-30,19.17亿,000560
2020-05-23,17.98亿,000560
2019-05-09,17.08亿,000560
2019-01-02,12.88亿,000560
2018-12-28,11.30亿,000560
2018-04-24,8.69亿,000560
2018-04-20,3.41亿,000560
2016-12-31,4.16亿,000560
2016-11-21,3.16亿,000560
2015-11-22,4.16亿,000560
2015-09-01,1.65亿,000560
2020-10-09,5.99亿,000561
2020-08-06,5.97亿,000561
2019-10-14,5.96亿,000561
2019-10-10,5.94亿,000561
2018-12-21,39.64亿,000563
2018-07-31,36.67亿,000563
2018-07-25,28.62亿,000563
2016-04-06,24.29亿,000563
2016-03-29,12.15亿,000563
2020-07-17,20.06亿,000564
2018-09-28,18.89亿,000564
2017-10-10,18.88亿,000564
2017-08-22,6.37亿,000564
2017-06-20,6.03亿,000564
2016-12-31,5.20亿,000564
2016-06-30,4.36亿,000564
2015-09-24,3.36亿,000564
2015-08-31,4.34亿,000565
2020-06-30,12.03亿,000566
2019-02-22,11.03亿,000566
2017-09-12,9.89亿,000566
2015-03-06,4.94亿,000566
2020-06-30,2.18亿,000567
2018-12-31,1.50亿,000567
2020-09-17,14.64亿,000568
2020-06-30,14.60亿,000568
2017-12-31,14.02亿,000568
2015-06-30,14.01亿,000568
2020-06-30,8.07亿,000571
2020-02-14,8.08亿,000571
2020-02-12,8.07亿,000571
2019-06-30,8.06亿,000571
2018-12-31,8.05亿,000571
2018-06-30,8.06亿,000571
2017-12-31,8.04亿,000571
2017-06-30,8.06亿,000571
2017-06-28,8.12亿,000571
2017-06-23,7.36亿,000571
